"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Youthberry Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Jasmine Pearls Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Chamomile Tea,Short,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Tall,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Grande,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",,Venti,,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,varies
"",Chai Tea Latte,Short,Skimmed,431,103,0.1,0.1,22.3,21.2,0.1,3.9,0.12,21.2,5.5,15.7,50
"",Semi Skimmed,497,119,2.0,1.3,22.0,20.9,0.1,3.8,0.12,20.9,5.5,15.4,50,,
"",Whole,539,129,3.3,1.9,21.9,20.7,0.1,3.7,0.12,20.7,5.2,15.5,50,,
"",Soya,452,108,1.6,0.2,20.4,18.3,0.5,3.2,0.14,18.3,N/A,18.3,50,,
"",Coconut,407,96,2.8,2.6,17.0,16.0,0.5,0.0,0.13,16.0,N/A,16.0,50,,
Tall,Skimmed,646,154,0.2,0.1,33.5,31.7,0.1,5.8,0.19,31.7,8.4,23.3,75,,
"",Semi Skimmed,747,179,3.0,1.9,33.0,31.3,0.1,5.7,0.18,31.3,8.4,22.9,75,,
"",Whole,810,194,5.0,2.8,32.8,31.0,0.1,5.5,0.18,31.0,7.9,23.1,75,,
"",Soya,676,162,2.4,0.3,30.5,27.4,0.7,4.7,0.20,27.4,N/A,27.4,75,,
"",Coconut,604,143,4.2,3.9,26.0,24.0,0.7,0.6,0.18,24.0,N/A,24.0,75,,
Grande,Skimmed,854,204,0.2,0.1,44.4,42.0,0.2,7.5,0.24,42.0,8.4,33.6,100,,
"",Semi Skimmed,986,236,4.0,2.5,43.8,41.5,0.2,7.4,0.24,41.5,11.0,30.5,100,,
"",Whole,1068,255,6.5,3.7,43.5,41.2,0.2,7.2,0.23,41.2,10.3,30.9,100,,
"",Soya,893,213,3.2,0.4,40.5,36.4,1.0,6.2,0.26,36.4,N/A,36.4,100,,
"",Coconut,814,192,5.5,5.1,35.0,33.0,1.0,0.8,0.24,33.0,N/A,33.0,100,,
Venti,Skimmed,1072,256,0.3,0.2,55.6,52.7,0.2,9.5,0.31,52.7,14.0,38.7,120,,
"",Semi Skimmed,1241,297,5.0,3.2,54.9,52.0,0.2,9.3,0.30,52.0,14.0,38.0,120,,
"",Whole,1346,322,8.3,4.7,54.5,51.6,0.2,9.1,0.29,51.6,13.2,38.4,120,,
"",Soya,1122,268,4.0,0.5,50.7,45.6,1.2,7.8,0.33,45.6,N/A,45.6,120,,
"",Coconut,1009,239,6.9,6.4,43.0,40.0,1.2,0.9,0.30,40.0,N/A,40.0,120,,
Short,Skimmed,348,83,0.2,0.0,14.4,13.8,0.0,5.8,0.19,13.8,8.5,5.3,30,,
"",Semi Skimmed,450,107,2.9,1.7,14.4,13.8,0.0,5.8,0.18,13.8,8.5,5.3,30,,
"",Whole,560,133,6.1,3.9,13.9,13.3,0.0,5.6,0.18,13.3,7.9,5.4,30,,
"",Soya,385,92,3.3,0.5,11.2,10.6,0.6,4.1,0.14,10.6,N/A,10.6,30,,
"",Coconut,385,93,5.0,4.6,11.7,10.6,0.6,0.0,0.22,10.6,N/A,10.6,30,,
Tall,Skimmed,597,142,0.4,0.0,25.5,24.2,0.0,9.2,0.30,24.2,13.5,10.7,55,,
"",Semi Skimmed,761,181,4.7,2.7,25.5,24.2,0.0,9.2,0.30,24.2,13.5,10.7,55,,
"",Whole,937,223,9.9,6.2,24.7,23.4,0.0,8.9,0.30,23.4,12.7,10.7,55,,
"",Soya,657,157,5.3,0.8,20.3,19.0,0.9,6.5,0.22,19.1,N/A,19.0,55,,
"",Coconut,657,158,8.0,7.3,21.2,19.0,0.9,0.0,0.36,19.1,N/A,19.0,55,,
Grande,Skimmed,798,190,0.5,0.0,34.9,32.9,0.0,11.5,0.38,32.9,13.5,19.4,80,,
Semi Skimmed,1003,239,5.9,3.4,34.9,32.9,0.0,11.5,0.37,32.9,16.9,16.0,80,,,
Whole,1223,291,12.4,7.8,33.8,31.9,0.0,11.2,0.37,31.9,15.9,16.0,80,,,
Soya,873,208,6.6,1.0,28.4,26.5,1.1,8.1,0.28,26.5,N/A,26.5,80,,,
Coconut,882,210,10.0,9.1,29.4,26.5,1.1,0.0,0.45,26.5,N/A,26.5,80,,,
Skimmed,1057,252,0.7,0.0,46.2,43.6,0.0,15.2,0.50,43.6,22.3,21.3,110,,,
Semi Skimmed,1327,316,7.8,4.5,46.2,43.6,0.0,15.2,0.49,43.6,22.3,21.3,110,,,
Whole,1617,385,16.3,10.3,44.9,42.3,0.0,14.7,0.49,42.3,21.0,21.3,110,,,
Soya,1156,275,8.7,1.3,37.7,35.1,1.5,10.7,0.36,35.1,N/A,35.1,110,,,
"","Winter 2017Beverage NutritionInformation*Beverage",,,,,,,,,,,,,,,
"",CHOCOLATE/ OTHER,,,,,,,,,,,,,,,
"","Signature Hot Chocolate(served with whipped cream)",Short,Skimmed,1119,267,15.0,9.2,30.0,24.2,3.3,7.8,0.19,24.2,6.0,18.2,10
"",,,Semi Skimmed,1185,283,16.9,10.3,29.7,23.9,3.3,7.7,0.19,23.9,6.0,17.9,10
"",,,Whole,1226,293,18.1,10.9,29.6,23.8,3.3,7.6,0.19,23.8,5.7,18.1,10
"",,,Soya,1139,272,16.4,9.3,28.2,21.5,3.7,7.2,0.20,21.5,N/A,21.5,10
"",,,Coconut,1149,275,15.0,6.7,31.0,25.0,3.7,4.9,0.18,25.0,N/A,25.0,10
"",,Tall,Skimmed,1646,393,21.3,13.0,45.7,36.9,5.1,11.9,0.29,36.9,9.0,27.8,15
"",,,Semi Skimmed,1747,418,24.2,14.8,45.2,36.4,5.1,11.8,0.29,36.4,9.0,27.4,15
"",,,Whole,1810,433,26.1,15.7,45.0,36.2,5.1,11.6,0.28,36.2,8.5,27.7,15
"",,,Soya,1677,401,23.5,13.2,42.9,32.8,5.7,10.9,0.31,32.8,N/A,32.8,15
"",,,Coconut,1669,399,20.0,8.9,46.0,37.0,5.7,7.3,0.29,37.0,N/A,37.0,15
"",,Grande,Skimmed,2114,505,27.0,16.4,59.4,48.0,6.7,15.4,0.38,48.0,9.1,38.9,20
"",,,Semi Skimmed,2245,537,30.7,18.8,58.9,47.4,6.7,15.3,0.37,47.4,11.7,35.7,20
"",,,Whole,2328,556,33.5,20.0,59.0,47.0,6.7,15.1,0.37,47.0,11.0,36.0,20
"",,,Soya,2155,515,29.8,16.7,56.0,43.0,7.5,14.2,0.40,43.0,N/A,43.0,20
"",,,Coconut,2200,526,26.0,11.0,62.0,50.0,7.5,9.7,0.36,50.0,N/A,50.0,20
"","Classic Hot Chocolate(served with whipped cream)",Short,Skimmed,648,155,6.4,3.5,21.4,17.2,0.9,6.5,0.17,17.2,9.7,7.5,15
"",,,Semi Skimmed,745,178,9.1,5.2,21.0,16.8,0.9,6.4,0.17,16.8,9.7,7.1,15
"",,,Whole,806,193,11.0,6.1,20.7,16.6,0.9,6.2,0.16,16.6,9.2,7.4,15
"",,,Soya,677,162,8.5,3.7,18.7,13.3,1.5,5.5,0.21,13.3,N/A,13.3,15
"",,,Coconut,853,205,11.0,9.1,22.0,20.0,1.5,1.7,0.16,20.0,N/A,20.0,15
"",,Tall,Skimmed,931,222,8.0,4.2,32.6,26.4,1.4,10.2,0.27,26.4,14.9,11.5,20
"",,,Semi Skimmed,1090,261,12.5,7.1,31.9,25.8,1.4,10.1,0.26,25.8,14.9,10.9,20
"",,,Whole,1190,284,15.5,8.5,31.5,15.5,1.4,9.9,0.26,15.5,14.0,1.5,20
"",,,Soya,978,234,11.4,4.5,28.2,20.0,2.3,8.7,0.30,20.0,N/A,20.0,20
"",,,Coconut,1177,283,16.0,13.0,31.0,28.0,2.3,2.3,0.27,28.0,N/A,28.0,20
"",,Grande,Skimmed,1158,277,9.5,4.9,41.8,33.7,1.9,12.7,0.33,33.7,15.0,18.7,25
"",,,Semi Skimmed,1352,323,15.0,8.4,41.0,32.9,1.9,12.5,0.32,32.9,19.4,13.5,25
"",,,Whole,1474,352,18.7,10.2,40.5,32.4,1.9,12.3,0.32,32.4,18.3,14.1,25
"",,,Soya,1217,291,13.7,5.3,36.5,25.9,3.0,10.9,0.36,25.9,N/A,25.9,25
"",,,Coconut,1525,367,20.0,16.0,40.0,36.0,3.0,3.1,0.31,36.0,N/A,36.0,25
"",,Venti,Skimmed,1405,336,10.2,5.1,52.8,42.9,2.4,16.6,0.43,42.9,24.4,18.5,30
"",,,Semi Skimmed,1665,398,17.5,9.7,51.7,41.8,2.4,16.3,0.42,41.8,24.4,17.4,30
"",,,Whole,1827,437,22.5,12.1,51.1,41.2,2.4,16.0,0.41,41.2,23.0,18.2,30
"",,,Soya,1484,355,15.7,5.6,45.7,32.5,3.8,14.2,0.48,32.5,N/A,32.5,30
"",,,Coconut,1819,437,23.0,19.0,48.0,44.0,3.8,3.8,0.43,44.0,N/A,44.0,30
"","Kids Hot Chocolate(served with whipped cream)",Short,Skimmed,648,155,6.4,3.5,21.4,17.2,0.9,6.5,0.17,17.2,9.7,7.5,15
"",,Semi Skimmed,745,178,9.1,5.2,21.0,16.8,0.9,6.4,0.17,16.8,9.7,7.1,15,
"",,Whole,806,193,11.0,6.1,20.7,16.6,0.9,6.2,0.16,16.6,9.2,7.4,15,
"",,Soya,677,162,8.5,3.7,18.7,13.3,1.5,5.5,0.21,13.3,N/A,13.3,15,
"",,Coconut,853,205,11.0,9.1,22.0,20.0,1.5,1.7,0.16,20.0,N/A,20.0,15,
Steamed Milk,Short,Skimmed,292,70,0.2,0.1,10.2,10.2,0.0,6.9,0.22,10.2,10.2,0.0,0,
"",Semi Skimmed,429,103,4.0,2.6,9.6,9.6,0.0,6.8,0.21,9.6,9.6,0.0,0,,
"",Whole,515,123,6.7,3.8,9.3,9.3,0.0,6.6,0.21,9.3,9.3,0.0,0,,
"",Soya,333,80,3.1,0.4,6.4,4.7,0.8,5.6,0.24,4.7,N/A,4.7,0,,
"",Coconut,385,92,6.6,6.1,7.7,7.0,0.8,0.0,0.00,7.0,N/A,7.0,0,,
Tall,Skimmed,442,106,0.3,0.2,15.4,15.4,0.0,10.5,0.33,15.4,15.4,0.0,0,,
"",Semi Skimmed,651,156,6.1,3.9,14.6,14.6,0.0,10.3,0.32,14.6,14.6,0.0,0,,
"",Whole,781,187,10.1,5.8,14.1,14.1,0.0,10.0,0.31,14.1,14.1,0.0,0,,
"",Soya,503,120,4.7,0.6,9.7,7.0,1.2,8.5,0.36,7.0,N/A,7.0,0,,
"",Coconut,577,137,9.9,9.2,11.6,10.5,1.1,0.0,0.00,10.5,N/A,10.5,0,,
Grande,Skimmed,578,138,0.3,0.2,20.1,20.1,0.0,13.7,0.43,20.1,20.1,0.0,0,,
"",Semi Skimmed,849,203,8.0,5.1,19.0,19.0,0.0,13.4,0.42,19.0,19.0,0.0,0,,
"",Whole,1019,244,13.2,7.6,18.4,18.4,0.0,13.1,0.41,18.4,18.4,0.0,0,,
"",Soya,655,157,6.1,0.8,12.6,9.2,1.5,11.1,0.47,9.2,N/A,9.2,0,,
"",Coconut,770,183,13.2,12.3,15.4,14.1,1.5,0.0,0.00,14.1,N/A,14.1,0,,
Venti,Skimmed,733,175,0.4,0.3,25.5,25.5,0.0,17.4,0.54,25.5,25.5,0.0,0,,
Semi Skimmed,1077,258,10.2,6.5,24.1,24.1,0.0,17.0,0.53,24.1,24.1,0.0,0,,,
Whole,1293,309,16.7,9.6,23.3,23.3,0.0,16.6,0.52,23.3,23.3,0.0,0,,,
Soya,834,199,7.8,1.0,16.0,11.7,1.9,14.1,0.60,11.7,N/A,11.7,0,,,
Coconut,963,229,16.5,15.3,19.3,17.6,1.9,0.0,0.00,17.6,N/A,17.6,0,,,
"","Winter 2017Beverage NutritionInformation*Beverage",,,,,,,,,,,,,,,
"",TOPPINGS,,,,,,,,,,,,,,,
"","Whipped Cream Topping(No Sprinkles or Drizzle)","HotShort(16g)",,218,52,5.1,3.2,1.0,1.0,0.0,0.3,0.01,1.0,0.5,0.5,0
"",,"HotTall(19g)",,259,62,6.1,3.8,2.0,1.0,0.0,0.3,0.02,1.0,0.6,0.4,0
"",,"Hot Grande &Venti (22g)",,301,72,7.0,4.4,2.0,2.0,0.0,0.4,0.02,2.0,0.7,1.3,0
"",,"ColdTall(25g)",,339,81,8.0,5.0,2.0,2.0,0.0,0.4,0.02,2.0,0.7,1.3,0
"",,"ColdGrande(35g)",,477,114,11.2,7.0,3.0,2.0,0.0,0.6,0.03,2.0,1.0,1.0,0
"",,"ColdVenti(32g)",,435,104,10.2,6.4,3.0,2.0,0.0,0.6,0.03,2.0,1.0,1.0,0
"",Flavoured Syrup,"1 Pump(1/4 fl oz - 10 g)",,84,20,0.0,0.0,5.0,4.9,0.0,0.0,0.00,4.9,N/A,4.9,0
"",,"2 Pumps(1/2 fl oz - 20 g)",,169,40,0.0,0.0,10.1,9.7,0.0,0.0,0.00,9.7,N/A,9.7,0
"",,"3 Pumps(3/4 fl oz - 30 g)",,253,60,0.0,0.0,15.1,14.6,0.0,0.0,0.00,14.6,N/A,14.6,0
"",,"4 Pumps(1 fl oz - 40 g)",,337,81,0.0,0.0,20.1,19.5,0.0,0.0,0.00,19.5,N/A,19.5,0
"",Flavoured Sugar Free Syrup,"1 Pump(1/4 fl oz - 10 g)",,3,1,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.0,N/A,0.0,0
"",,"2 Pumps(1/2 fl oz - 20 g)",,5,1,0.0,0.0,0.3,0.0,0.0,0.0,0.01,0.0,N/A,0.0,0
"",,"3 Pumps(3/4 fl oz - 30 g)",,8,2,0.0,0.0,0.4,0.0,0.1,0.0,0.02,0.0,N/A,0.0,0
"",,"4 Pumps(1 fl oz - 40 g)",,11,2,0.0,0.0,0.6,0.0,0.1,0.0,0.02,0.0,N/A,0.0,0
"",Bar Mocha Syrup,"1 Pump(1/2 fl oz - 17 g)",,111,26,0.6,0.1,6.4,4.8,1.0,0.6,0.00,4.8,N/A,4.8,6
"",,"2 Pumps(1 fl oz - 34 g)",,222,53,1.1,0.2,12.8,9.6,2.0,1.3,0.00,9.6,N/A,9.6,15
"",,"3 Pumps(1 1/2 fl oz - 51 g)",,332,79,1.7,0.3,19.1,14.4,3.0,1.9,0.00,14.4,N/A,14.4,20
"",,"4 Pumps(2 fl oz - 68 g)",,443,106,2.3,0.4,25.5,19.2,3.9,2.5,0.01,19.2,N/A,19.2,25
"",,"5 Pumps(2 1/2 fl oz - 85g)",,554,132,2.8,0.5,31.9,23.9,4.9,3.1,0.01,23.9,N/A,23.9,30
"",Chocolate Topping,4g,,25,6,0.1,0.0,1.5,1.0,0.1,0.1,0.00,1.0,Trace,1.0,2
"",Caramel Topping,4g,,62,15,0.6,0.3,2.5,2.1,0.0,0.0,0.01,2.1,Trace,2.1,0
Sprinkle Topping,1g,,16,4,0.0,0.0,1.0,0.9,0.0,0.0,0.01,0.9,Trace,0.9,0,
"","Winter 2017Beverage NutritionInformation*Beverage",,,,,,,,,,,,,,,
"",FRAPPUCCINO® BLENDED BEVERAGES | COFFEE,,,,,,,,,,,,,,,
"","® Coffee Frappuccino(no whipped cream)",Mini,Skimmed,772,184,7.1,4.0,28.1,26.4,0.0,1.7,0.32,26.4,3.1,23.3,58
"",,,Semi Skimmed,801,191,7.9,4.5,28.1,26.4,0.0,1.7,0.32,26.4,3.1,23.3,58
"",,,Whole,833,198,8.9,5.1,28.0,26.2,0.0,1.7,0.32,26.2,2.9,23.3,58
"",,,Soya,783,186,8.0,4.1,27.2,25.5,0.2,1.2,0.31,25.5,N/A,25.5,58
"",,,Coconut,784,187,8.5,5.3,27.3,25.5,0.2,0.0,0.33,25.5,N/A,25.5,58
"",,Tall,Skimmed,985,235,9.0,5.0,35.7,33.5,0.0,2.8,0.42,33.5,3.2,30.4,73
"",,,Semi Skimmed,1033,246,10.2,5.8,35.7,33.5,0.0,2.8,0.42,33.5,3.2,30.4,73
"",,,Whole,1086,258,11.8,6.8,35.4,33.3,0.0,2.7,0.42,33.3,3.0,30.3,73
"",,,Soya,1003,239,10.4,5.2,34.2,32.0,0.3,2.0,0.39,32.0,N/A,32.0,73
"",,,Coconut,1005,239,11.2,7.2,34.4,32.0,0.3,0.1,0.43,32.0,N/A,32.0,73
"",,Grande,Skimmed,1365,325,12.5,7.0,49.7,46.6,0.1,3.4,0.57,46.6,3.5,43.2,104
"",,,Semi Skimmed,1424,339,14.1,8.0,49.7,46.6,0.1,3.4,0.57,46.6,5.0,41.6,104
"",,,Whole,1487,354,15.9,9.2,49.4,46.3,0.1,3.3,0.57,46.3,4.8,41.6,104
"",,,Soya,1387,330,14.3,7.3,47.8,44.8,0.4,2.4,0.54,44.8,N/A,44.8,104
"",,,Coconut,1389,331,15.2,9.6,48.1,44.8,0.4,0.1,0.59,44.8,N/A,44.8,104
"",,Venti,Skimmed,1566,373,12.5,7.0,61.3,57.7,0.1,3.7,0.70,57.7,5.9,51.8,131
"",,,Semi Skimmed,1630,388,14.2,8.1,61.3,57.7,0.1,3.7,0.70,57.7,5.9,51.8,131
"",,,Whole,1699,404,16.2,9.4,61.0,57.3,0.1,3.6,0.70,57.3,5.6,51.8,131
"",,,Soya,1589,378,14.4,7.3,59.3,55.6,0.4,2.6,0.67,55.6,N/A,55.6,131
"",,,Coconut,1592,379,15.5,9.9,59.6,55.6,0.4,0.1,0.72,55.6,N/A,55.6,131
"","Mocha Frappuccino®(with whipped cream)",Mini,Skimmed,881,210,7.5,4.3,33.0,30.0,0.6,2.2,0.32,30.0,2.5,27.5,59
"",,,Semi Skimmed,911,217,8.3,4.8,33.0,30.0,0.6,2.2,0.32,30.0,2.5,27.5,59
"",,,Whole,942,224,9.3,5.4,32.9,29.9,0.6,2.1,0.32,29.9,2.4,27.5,59
"",,,Soya,892,212,8.4,4.4,32.1,29.1,0.7,1.7,0.31,29.1,1.8,27.3,59
"",,,Coconut,893,213,8.9,5.6,32.2,29.1,0.7,0.5,0.33,29.1,N/A,29.1,59
"",,Tall,Skimmed,1119,267,9.4,5.3,41.7,38.0,0.7,3.4,0.42,38.0,N/A,38.0,74
"",,,Semi Skimmed,1168,278,10.7,6.1,41.7,38.0,0.7,3.4,0.42,38.0,2.6,35.4,74
"",,,Whole,1220,290,12.2,7.2,41.4,37.8,0.7,3.3,0.42,37.8,2.5,35.3,74
"",,,Soya,1137,271,10.9,5.6,40.2,36.5,1.0,2.6,0.40,36.5,N/A,36.5,74
"",,,Coconut,1139,271,11.7,7.5,40.4,36.5,1.0,0.7,0.44,36.5,N/A,36.5,74
"",,Grande,Skimmed,1558,371,13.2,7.5,58.3,53.1,1.0,4.2,0.58,53.1,2.9,50.2,107
"",,,Semi Skimmed,1617,385,14.8,8.4,58.3,53.1,1.0,4.2,0.57,53.1,4.6,48.5,107
"",,,Whole,1680,400,16.6,9.7,58.0,52.8,1.0,4.1,0.57,52.8,4.4,48.4,107
"",,,Soya,1580,376,15.0,7.8,56.5,51.2,1.3,3.3,0.55,51.2,N/A,51.2,107
"",,,Coconut,1582,377,15.9,10.1,56.8,51.2,1.3,0.9,0.59,51.2,N/A,51.2,107
"","® Espresso Frappuccino(no whipped cream)",Mini,Skimmed,423,101,0.0,0.0,24.3,22.4,0.0,0.8,0.26,22.4,2.5,19.9,116
"",Semi Skimmed,438,104,0.4,0.2,24.3,22.4,0.0,0.8,0.26,22.4,2.5,19.9,116,,
"",Whole,454,108,0.9,0.6,24.2,22.3,0.0,0.8,0.26,22.3,2.4,19.9,116,,
"",Soya,429,102,0.5,0.1,23.9,21.9,0.1,0.6,0.25,21.9,N/A,21.9,116,,
"",Coconut,429,102,0.7,0.6,23.9,21.9,0.1,0.0,0.27,21.9,N/A,21.9,116,,
Tall,Skimmed,524,125,0.0,0.0,29.5,27.2,0.0,1.6,0.33,27.2,2.6,24.6,139,,
"",Semi Skimmed,552,131,0.8,0.5,29.5,27.2,0.0,1.6,0.33,27.2,2.6,24.6,139,,
"",Whole,582,139,1.7,1.1,29.4,27.1,0.0,1.5,0.33,27.1,2.5,24.6,139,,
"",Soya,534,127,0.9,0.1,28.6,26.3,0.2,1.1,0.31,26.3,N/A,26.3,139,,
"",Coconut,535,127,1.3,1.2,28.8,26.3,0.2,0.0,0.34,26.3,N/A,26.3,139,,
Grande,Skimmed,778,185,0.1,0.0,43.9,40.9,0.1,2.2,0.49,40.9,2.9,38.0,171,,
"",Semi Skimmed,818,195,1.1,0.7,43.9,40.9,0.1,2.2,0.49,40.9,4.6,36.3,171,,
"",Whole,861,205,2.4,1.5,43.7,40.7,0.1,2.2,0.49,40.7,4.4,36.3,171,,
"",Soya,792,189,1.3,0.2,42.6,39.7,0.3,1.6,0.47,39.7,N/A,39.7,171,,
"",Coconut,794,189,1.9,1.8,42.8,39.7,0.3,0.0,0.50,39.7,N/A,39.7,171,,
Venti,Skimmed,970,231,0.1,0.0,54.9,51.5,0.1,2.6,0.61,51.5,5.6,45.9,194,,
"",Semi Skimmed,1016,242,1.3,0.8,54.9,51.5,0.1,2.6,0.61,51.5,5.6,45.9,194,,
"",Whole,1065,254,2.7,1.7,54.7,51.2,0.1,2.5,0.61,51.3,5.3,46.0,194,,
"",Soya,987,235,1.4,0.2,53.5,50.0,0.3,1.8,0.59,50.0,N/A,50.0,194,,
"",Coconut,989,235,2.2,2.1,53.7,50.0,0.3,0.0,0.63,50.0,N/A,50.0,194,,
Mini,Skimmed,1042,248,9.9,4.3,36.9,33.1,0.6,2.7,0.36,33.1,3.7,29.5,57,,
"",Semi Skimmed,1079,257,10.8,4.9,36.9,33.1,0.6,2.7,0.36,33.1,3.7,29.5,57,,
"",Whole,1119,266,12.0,5.7,36.7,32.9,0.6,2.6,0.36,32.9,3.5,29.5,57,,
"",Soya,1056,251,10.9,4.5,35.7,32.0,0.8,2.1,0.35,32.0,N/A,32.0,57,,
"",Coconut,1058,252,11.6,5.9,35.9,32.0,0.8,0.6,0.38,32.0,N/A,32.0,57,,
Tall,Skimmed,1301,310,12.4,5.4,45.9,41.2,0.8,3.3,0.46,41.2,3.8,37.5,71,,
Semi Skimmed,1346,320,13.6,6.1,45.9,41.2,0.8,3.3,0.45,41.2,3.8,37.5,71,,,
Whole,1395,332,15.0,7.1,45.7,41.0,0.8,3.2,0.45,41.0,3.6,37.5,71,,,
Soya,1317,314,13.7,5.6,44.5,39.8,1.0,2.5,0.43,39.8,N/A,39.8,71,,,
Coconut,1319,314,14.5,7.4,44.7,39.8,1.0,0.7,0.47,39.8,N/A,39.8,71,,,
Skimmed,1803,429,17.1,7.5,64.1,57.5,1.1,4.1,0.62,57.5,4.1,53.4,101,,,
Semi Skimmed,1858,442,18.6,8.4,64.1,57.5,1.1,4.1,0.62,57.5,4.8,52.7,101,,,
Whole,1918,457,20.3,9.6,63.8,57.2,1.1,4.0,0.62,57.2,4.5,52.7,101,,,
Soya,1824,434,18.8,7.8,62.4,55.8,1.4,3.2,0.60,55.8,N/A,55.8,101,,,
"",,,,,,,,,,,,,,
Mini,Skimmed,1039,247,7.5,4.2,42.8,40.4,0.0,2.0,0.36,40.4,3.2,37.2,75
"",Semi Skimmed,1077,256,8.5,4.8,42.8,40.4,0.0,2.0,0.36,40.4,3.2,37.2,75
"",Whole,1119,266,9.7,5.7,42.6,40.2,0.0,2.0,0.36,40.2,3.0,37.2,75
"",Soya,1053,250,8.6,4.4,41.6,39.2,0.0,2.0,0.34,39.2,N/A,39.2,75
"",Coconut,1054,251,9.3,5.9,41.8,39.2,0.0,0.0,0.32,39.2,N/A,39.2,75
Tall,Skimmed,1098,262,8.7,5.4,43.1,41.1,0.1,3.3,0.42,41.1,5.0,36.1,65
Semi Skimmed,1151,275,10.2,6.4,42.9,40.9,0.1,3.3,0.42,40.9,5.0,35.9,65,
Whole,1184,280,11.2,6.8,42.8,40.7,0.1,3.2,0.42,40.7,4.7,36.0,65,
Soya,1118,267,9.9,5.5,41.7,39.1,0.4,2.9,0.41,39.1,N/A,39.1,65,
Coconut,1169,278,10.2,7.9,44.9,42.2,0.1,0.7,0.35,42.2,N/A,42.2,65,
Skimmed,1500,358,11.9,7.4,59.2,56.4,0.1,4.2,0.58,56.4,5.3,51.1,95,
Semi Skimmed,1564,374,13.7,8.6,58.9,56.2,0.1,4.1,0.57,56.2,6.5,49.7,95,
Whole,1604,379,15.0,9.2,58.8,56.0,0.1,4.0,0.57,56.0,N/A,56.0,95,
Soya,1524,364,13.4,7.6,57.5,53.9,0.5,3.6,0.57,53.9,N/A,53.9,95,
"",FRAPPUCCINO® BLENDED BEVERAGES | COFFEE LIGHT,,,,,,,,,,,,,,,
"","Coffee Frappuccino® Light(no whipped cream)",Mini,Skimmed,288,69,0.0,0.0,15.0,14.0,0.1,2.2,0.29,14.0,2.7,12.0,50
"",,Tall,Skimmed,347,83,0.1,0.0,17.7,17.3,0.2,2.6,0.35,17.3,3.3,14.0,60
"",,Grande,Skimmed,495,118,0.1,0.1,25.6,25.0,0.3,3.4,0.51,25.0,4.3,20.7,90
"",,Venti,Skimmed,583,139,0.1,0.1,29.8,29.1,0.3,4.4,0.59,29.1,6.3,22.8,105
"","Mocha Frappuccino® Light(no whipped cream)",Mini,Skimmed,333,80,0.4,0.2,18.0,16.0,0.4,2.4,0.27,16.0,2.7,14.0,50
"",Tall,Skimmed,402,96,0.5,0.3,21.2,19.6,0.5,2.9,0.32,19.6,3.3,16.3,60,
"",Grande,Skimmed,598,143,0.8,0.5,31.9,29.4,0.8,3.9,0.48,29.4,4.3,25.1,95,
"",Venti,Skimmed,749,179,0.9,0.6,39.6,36.5,1.0,5.3,0.60,36.5,6.3,30.2,115,
"Caramel Frappuccino® Light(no whipped cream)",Mini,Skimmed,335,80,0.0,0.0,18.0,17.0,0.1,2.1,0.28,17.0,2.7,15.0,50,
Tall,Skimmed,403,96,0.1,0.0,21.2,20.8,0.2,2.5,0.33,20.8,3.3,17.5,60,,
Grande,Skimmed,560,134,0.1,0.1,29.8,29.2,0.2,3.1,0.46,29.2,4.3,24.9,85,,
Venti,Skimmed,693,166,0.1,0.1,36.5,35.7,0.3,4.2,0.57,35.7,6.3,29.4,100,,
"",FRAPPUCCINO® BLENDED BEVERAGES | CRÈME,,,,,,,,,,,,,,,
"","Strawberries and Cream Frappuccino®(with whipped cream)",Mini,Skimmed,971,231,7.2,4.0,38.4,37.2,0.0,3.0,0.28,37.2,4.8,32.4,0
